[326,0,0,259,0,1015,0,0,0,6,0,34;
359,0,0,236,0,1005,0,0,0,10,0,30;
435,0,0,223,0,942,0,0,0,8,0,32;
428,0,0,242,0,930,0,0,0,4,0,36;
1599,0,0,0,0,1,40,0,0,0,0,0;
1594,0,0,2,0,4,39,0,0,0,0,1;
500,8,3,233,2,854,0,0,0,7,0,33;
337,0,0,257,0,1006,0,0,0,12,0,28;
500,3,5,236,3,853,0,0,0,6,0,34;
920,15,9,126,7,523,0,0,0,12,0,28;
523,0,0,230,0,847,0,0,0,8,0,32;
611,8,3,189,9,780,0,0,0,9,0,31;
372,5,2,249,4,968,0,0,0,9,0,31;
483,2,0,206,3,906,0,0,0,6,0,34;
408,0,0,222,0,970,0,0,0,10,0,30;
387,6,3,240,2,962,0,0,0,9,0,31;
1565,0,0,3,0,32,25,0,0,1,0,14;
451,0,0,248,0,901,0,0,0,1,0,39;
457,0,0,248,0,895,0,0,0,7,0,33;
1597,0,0,0,0,3,40,0,0,0,0,0;
925,0,0,135,0,540,0,0,0,7,0,33;
1599,0,0,0,0,1,40,0,0,0,0,0;
1307,0,0,62,0,231,0,0,0,7,0,33;
584,0,0,205,0,811,0,0,0,7,0,33;
429,0,0,227,0,944,0,0,0,6,0,34;
1590,0,0,3,0,7,34,0,0,0,0,6;
844,17,3,110,12,614,0,0,0,10,0,30;
345,0,0,241,0,1014,0,0,0,5,0,35;
730,0,0,183,0,687,0,0,0,7,0,33;
358,2,1,225,1,1013,0,0,0,12,0,28;
353,0,0,240,0,1007,0,0,0,5,0,35;
514,0,0,216,0,870,0,0,0,9,0,31;
374,0,1,246,1,978,0,0,0,3,0,37;
632,0,0,219,0,749,0,0,0,8,0,32;
1074,1,1,108,0,416,0,0,0,4,0,36;
493,0,0,212,0,895,0,0,0,10,0,30;
349,4,0,236,2,1009,0,0,0,6,0,34;
755,0,0,168,0,677,0,0,0,9,0,31;
404,0,0,226,0,970,0,0,0,7,0,33;
999,4,1,109,0,487,0,0,0,3,0,37;
344,1,0,255,0,1000,0,0,0,7,0,33;
1585,0,0,6,0,9,37,0,0,0,0,3;
305,0,0,258,0,1037,0,0,0,10,0,30;
482,0,0,225,0,893,0,0,0,12,0,28;
555,6,2,183,5,849,0,0,0,7,0,33;
451,11,0,229,3,906,0,0,0,1,0,39;
398,0,0,224,0,978,0,0,0,9,0,31;
375,2,2,248,2,971,0,0,0,5,0,35;
566,0,0,206,0,828,0,0,0,8,0,32;
1599,0,0,1,0,0,39,0,0,0,0,1;
461,0,0,214,0,925,0,0,0,9,0,31;
1522,0,0,14,0,64,1,0,0,7,0,32;
1598,0,0,1,0,1,39,0,0,0,0,1;
404,0,0,278,0,918,0,0,0,10,0,30;
577,0,0,213,0,810,0,0,0,4,0,36;
358,0,0,262,0,980,0,0,0,12,0,28;
752,0,0,165,0,683,0,0,0,7,0,33;
1010,3,2,112,2,471,0,0,0,7,0,33;
344,0,0,242,0,1014,0,0,0,9,0,31;
1599,0,0,0,0,1,40,0,0,0,0,0;
675,8,1,186,1,729,0,0,0,6,0,34;
406,0,0,235,1,958,0,0,0,5,0,35;
574,0,0,187,0,839,0,0,0,4,0,36;
756,4,0,154,1,685,0,0,0,7,0,33;
443,1,0,224,1,931,0,0,0,6,0,34;
326,0,0,256,0,1018,0,0,0,8,0,32;
365,0,0,246,0,989,0,0,0,8,0,32;
1127,0,0,104,0,369,0,0,0,12,0,28;
410,0,0,223,0,967,0,0,0,7,0,33;
1596,0,0,1,0,3,40,0,0,0,0,0;
418,0,0,243,0,939,0,0,0,2,0,38;
612,4,0,200,2,782,0,0,0,10,0,30;
1563,0,0,3,0,34,25,0,0,1,0,14;
433,0,0,243,0,924,0,0,0,6,0,34;
627,7,2,185,6,773,0,0,0,7,0,33;
298,0,0,266,0,1036,0,0,0,5,0,35;
591,0,0,202,0,807,0,0,0,4,0,36;
426,0,0,228,0,946,0,0,0,8,0,32;
474,7,3,209,2,905,0,0,0,10,0,30;
1598,0,0,0,0,2,39,0,0,0,0,1;
1598,0,0,0,0,2,40,0,0,0,0,0;
576,5,0,202,3,814,0,0,0,6,0,34;
578,10,1,200,6,805,0,0,0,6,0,34;
1032,0,0,118,0,450,0,0,0,8,0,32;
475,7,2,254,6,856,0,0,0,8,0,32;
826,15,3,155,7,594,0,0,0,8,0,32;
734,1,0,167,1,697,0,0,0,7,0,33;
1236,0,0,66,0,298,0,0,0,10,0,30;
514,0,0,227,0,859,0,0,0,4,0,36;
586,0,0,214,0,800,0,0,0,11,0,29;
447,8,3,238,4,900,0,0,0,8,0,32;
522,7,4,218,3,846,0,0,0,8,0,32;
387,0,0,252,0,961,0,0,0,6,0,34;
1574,0,0,7,0,19,29,0,0,1,0,10;
363,0,0,255,0,982,0,0,0,6,0,34;
809,0,0,166,0,625,0,0,0,4,0,36;
527,0,0,233,0,840,0,0,0,6,0,34;
566,0,0,203,0,831,0,0,0,7,0,33;
689,7,5,180,2,717,0,0,0,6,0,34;
389,0,0,249,0,962,0,0,0,6,0,34]
